Yucaipa Data File
tmax 4
tmin 4
precip 1
runoff 4
#########################################################################
1947 1 1 0 0 0 15.0 11.25 6.23 0.76 2.22 2.06 -5.24 -6.17 0.0 0.0 -901.0 -901.0 -901.0
1947 1 2 0 0 0 14.44 10.69 5.67 0.2 1.67 1.51 -5.79 -6.72 0.0 0.0 -901.0 -901.0 -901.0
1947 1 3 0 0 0 14.44 10.69 5.67 0.2 -2.22 -2.38 -9.68 -10.61 0.0 0.0 -901.0 -901.0 -901.0
1947 1 4 0 0 0 21.67 17.92 12.9 7.43 0.0 -0.16 -7.46 -8.39 0.0 0.0 -901.0 -901.0 -901.0
1947 1 5 0 0 0 22.78 19.03 14.01 8.54 2.78 2.62 -4.68 -5.61 0.0 0.0 -901.0 -901.0 -901.0
1947 1 6 0 0 0 16.67 12.92 7.9 2.43 3.89 3.73 -3.57 -4.5 0.0 0.0 -901.0 -901.0 -901.0
1947 1 7 0 0 0 20.0 16.25 11.23 5.76 5.0 4.84 -2.46 -3.39 0.0 0.0 -901.0 -901.0 -901.0
1947 1 8 0 0 0 21.67 17.92 12.9 7.43 2.22 2.06 -5.24 -6.17 0.0 0.0 -901.0 -901.0 -901.0
1947 1 9 0 0 0 21.67 17.92 12.9 7.43 2.78 2.62 -4.68 -5.61 0.0 0.0 -901.0 -901.0 -901.0
1947 1 10 0 0 0 21.67 17.92 12.9 7.43 2.78 2.62 -4.68 -5.61 0.0 0.0 -901.0 -901.0 -901.0
1947 1 11 0 0 0 19.44 15.69 10.67 5.2 3.89 3.73 -3.57 -4.5 0.0 0.0 -901.0 -901.0 -901.0
1947 1 12 0 0 0 10.0 6.25 1.23 -4.24 1.67 1.51 -5.79 -6.72 0.0 0.0 -901.0 -901.0 -901.0
1947 1 13 0 0 0 13.89 10.14 5.12 -0.35 6.67 6.51 -0.79 -1.72 0.0 0.0 -901.0 -901.0 -901.0
1947 1 14 0 0 0 12.22 8.47 3.45 -2.02 3.33 3.17 -4.13 -5.06 0.0 0.0 -901.0 -901.0 -901.0
1947 1 15 0 0 0 13.89 10.14 5.12 -0.35 0.0 -0.16 -7.46 -8.39 0.0 0.0 -901.0 -901.0 -901.0
1947 1 16 0 0 0 16.11 12.36 7.34 1.87 -1.67 -1.83 -9.13 -10.06 0.0 0.0 -901.0 -901.0 -901.0
1947 1 17 0 0 0 20.56 16.81 11.79 6.32 5.56 5.4 -1.9 -2.83 0.0 0.0 -901.0 -901.0 -901.0
1947 1 18 0 0 0 20.0 16.25 11.23 5.76 1.11 0.95 -6.35 -7.28 0.0 0.0 -901.0 -901.0 -901.0
1947 1 19 0 0 0 19.44 15.69 10.67 5.2 1.11 0.95 -6.35 -7.28 0.0 0.0 -901.0 -901.0 -901.0
1947 1 20 0 0 0 24.44 20.69 15.67 10.2 1.11 0.95 -6.35 -7.28 0.0 0.0 -901.0 -901.0 -901.0
