Combined Recharge file....
year  month day   src_id   dest_type dest_id   value
####
1947 1 1 1 6 2538 0.000675677082019
1947 1 1 1 6 2774 0.000675677082019
1947 1 1 1 6 2775 0.000675677082019
1947 1 1 1 6 2776 0.000675677082019
1947 1 1 1 6 2777 0.000675677082019
1947 1 1 1 6 3004 0.00757273204867
1947 1 1 1 6 3010 0.000675677082019
1947 1 1 1 6 3011 0.000675677082019
1947 1 1 1 6 3012 0.000675677082019
1947 1 1 1 6 3013 0.000675677082019
1947 1 1 1 6 3243 0.00757273204867
1947 1 1 1 6 3244 0.000675677082019
1947 1 1 1 6 3245 0.000675677082019
1947 1 1 1 6 3246 0.000675677082019
1947 1 1 1 6 3247 0.000675677082019
1947 1 1 1 6 3248 0.000675677082019
1947 1 1 1 6 3249 0.000675677082019
1947 1 1 1 6 3250 0.000675677082019
1947 1 1 1 6 3251 0.000675677082019
1947 1 1 1 6 3323 0.00757273204867
1947 1 1 1 6 3473 0.000675677082019
1947 1 1 1 6 3475 0.000675677082019
1947 1 1 1 6 3476 0.000675677082019
1947 1 1 1 6 3478 0.00757273204867
1947 1 1 1 6 3479 0.00757273204867
1947 1 1 1 6 3480 0.000675677082019
1947 1 1 1 6 3481 0.000675677082019
1947 1 1 1 6 3482 0.000675677082019
1947 1 1 1 6 3483 0.000675677082019
1947 1 1 1 6 3484 0.000675677082019
1947 1 1 1 6 3485 0.000675677082019
1947 1 1 1 6 3487 0.000675677082019
1947 1 1 1 6 3488 0.000675677082019
1947 1 1 1 6 3559 0.00757273204867
1947 1 1 1 6 3564 0.00757273204867
1947 1 1 1 6 3568 0.00757273204867
1947 1 1 1 6 3569 0.00757273204867
1947 1 1 1 6 3570 0.00757273204867
1947 1 1 1 6 3704 0.000675677082019
1947 1 1 1 6 3710 0.000675677082019
1947 1 1 1 6 3712 0.000675677082019
1947 1 1 1 6 3713 0.000675677082019
1947 1 1 1 6 3714 0.000675677082019
1947 1 1 1 6 3716 0.000675677082019
1947 1 1 1 6 3717 0.000675677082019
1947 1 1 1 6 3718 0.000675677082019
1947 1 1 1 6 3719 0.000675677082019
1947 1 1 1 6 3801 0.00757273204867
1947 1 1 1 6 3807 0.00757273204867
1947 1 1 1 6 3808 0.00757273204867
1947 1 1 1 6 3809 0.00757273204867
1947 1 1 1 6 3810 0.00757273204867
1947 1 1 1 6 3811 0.00757273204867
1947 1 1 1 6 3942 0.000675677082019
1947 1 1 1 6 3946 0.00757273204867
1947 1 1 1 6 3947 0.000675677082019
1947 1 1 1 6 3948 0.000675677082019
1947 1 1 1 6 3949 0.000675677082019
1947 1 1 1 6 3950 0.000675677082019
1947 1 1 1 6 3952 0.000675677082019
1947 1 1 1 6 3953 0.000675677082019
1947 1 1 1 6 3954 0.000675677082019
1947 1 1 1 6 3955 0.000675677082019
1947 1 1 1 6 3956 0.000675677082019
1947 1 1 1 6 4036 0.00757273204867
1947 1 1 1 6 4037 0.00757273204867
1947 1 1 1 6 4038 0.00757273204867
1947 1 1 1 6 4039 0.00757273204867
1947 1 1 1 6 4040 0.00757273204867
1947 1 1 1 6 4041 0.00757273204867
1947 1 1 1 6 4042 0.00757273204867
1947 1 1 1 6 4043 0.00757273204867
1947 1 1 1 6 4044 0.00757273204867
1947 1 1 1 6 4045 0.00757273204867
1947 1 1 1 6 4046 0.00757273204867
1947 1 1 1 6 4047 0.00757273204867
1947 1 1 1 6 4176 0.000675677082019
1947 1 1 1 6 4188 0.000675677082019
1947 1 1 1 6 4189 0.000675677082019
1947 1 1 1 6 4190 0.000675677082019
1947 1 1 1 6 4191 0.000675677082019
1947 1 1 1 6 4192 0.000675677082019
1947 1 1 1 6 4202 0.000675677082019
1947 1 1 1 6 4203 0.000675677082019
1947 1 1 1 6 4274 0.00757273204867
1947 1 1 1 6 4275 0.000675677082019
1947 1 1 1 6 4276 0.000675677082019
1947 1 1 1 6 4277 0.00757273204867
1947 1 1 1 6 4279 0.00757273204867
1947 1 1 1 6 4280 0.00757273204867
1947 1 1 1 6 4281 0.00757273204867
1947 1 1 1 6 4283 0.00757273204867
1947 1 1 1 6 4284 0.00757273204867
1947 1 1 1 6 4286 0.00757273204867
1947 1 1 1 6 4288 0.00757273204867
1947 1 1 1 6 4289 0.00757273204867
1947 1 1 1 6 4421 0.000675677082019
1947 1 1 1 6 4423 0.000675677082019
1947 1 1 1 6 4424 0.000675677082019
1947 1 1 1 6 4425 0.000675677082019
1947 1 1 1 6 4426 0.00757273204867
1947 1 1 1 6 4430 0.000675677082019
1947 1 1 1 6 4431 0.000675677082019
1947 1 1 1 6 4432 0.000675677082019
1947 1 1 1 6 4433 0.000675677082019
1947 1 1 1 6 4434 0.000675677082019
1947 1 1 1 6 4435 0.000675677082019
1947 1 1 1 6 4436 0.000675677082019
1947 1 1 1 6 4437 0.000675677082019
1947 1 1 1 6 4438 0.000675677082019
1947 1 1 1 6 4439 0.000675677082019
1947 1 1 1 6 4440 0.000675677082019
1947 1 1 1 6 4443 0.000675677082019
1947 1 1 1 6 4444 0.000675677082019
1947 1 1 1 6 4445 0.000675677082019
1947 1 1 1 6 4446 0.000675677082019
1947 1 1 1 6 4447 0.000675677082019
1947 1 1 1 6 4449 0.000675677082019
1947 1 1 1 6 4513 0.000675677082019
1947 1 1 1 6 4514 0.000675677082019
1947 1 1 1 6 4516 0.00757273204867
1947 1 1 1 6 4517 0.00757273204867
1947 1 1 1 6 4518 0.00757273204867
1947 1 1 1 6 4520 0.00757273204867
1947 1 1 1 6 4521 0.00757273204867
1947 1 1 1 6 4522 0.00757273204867
1947 1 1 1 6 4523 0.00757273204867
1947 1 1 1 6 4524 0.00757273204867
1947 1 1 1 6 4525 0.00757273204867
1947 1 1 1 6 4527 0.00757273204867
1947 1 1 1 6 4530 0.00757273204867
1947 1 1 1 6 4655 0.00757273204867
1947 1 1 1 6 4656 0.00757273204867
1947 1 1 1 6 4657 0.00757273204867
1947 1 1 1 6 4660 0.000675677082019
1947 1 1 1 6 4661 0.000675677082019
