date,CanESM2_hst_ppt,CNRMCM5_hst_ppt,HadGEM2ES_hst_ppt,MIROC5_hst_ppt
1950-01-01,-0.0004979485367054975,0.379877966999513,-0.0006896596857593777,-0.0007833979684726733
1950-01-02,-0.0004979485367054975,1.1199761323469153,-0.0006896596857593777,-0.0007833979684726733
1950-01-03,-0.000772041585150864,1.4499872962491611,-0.000781858119893948,-0.0007833979684726733
1950-01-04,-0.000772041585150864,0.45989606022040613,-0.000781858119893948,-0.0007833979684726733
1950-01-05,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-06,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-07,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-08,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-09,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-10,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-11,0.009544974742637734,-0.00077550624447448,-0.0006265258937165567,-0.0007833979684726733
1950-01-12,0.04053207543102291,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-13,0.07970704380638646,-0.00077550624447448,0.16978730841397147,-0.0007833979684726733
1950-01-14,-0.000772041585150864,-0.00077550624447448,0.44989471285288896,-0.0007833979684726733
1950-01-15,-0.000772041585150864,-0.00077550624447448,-0.0006896596857593777,-0.0007833979684726733
1950-01-16,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-17,-0.000772041585150864,-0.00077550624447448,-0.0005162342386888646,0.049669317516021494
1950-01-18,-0.000772041585150864,-0.00077550624447448,0.19980366930520993,0.03965064685190061
1950-01-19,-0.000772041585150864,-0.00077550624447448,-0.0006265258937165567,-0.0005639695448728214
1950-01-20,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-21,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-22,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-23,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
1950-01-24,-0.000772041585150864,0.14977518210634594,-0.000781858119893948,-0.0007833979684726733
1950-01-25,-0.000772041585150864,-0.00077550624447448,-0.000781858119893948,-0.0007833979684726733
